125,162,74,55
126,163,75,56
127,161,76,58
126,163,78,59
125,161,73,59
125,162,76,57
124,161,74,54
125,161,71,52
124,162,76,59
125,161,74,52
127,164,72,57
127,162,76,58
125,163,77,58
126,162,71,54
125,164,75,58
124,161,74,57
128,164,73,54
125,163,72,55
125,163,76,55
128,161,70,53
128,161,70,53
125,163,73,55
127,164,72,51
128,161,74,53
127,164,72,56
128,163,73,56
127,162,77,53
127,161,71,55
127,164,72,54
127,164,72,51
128,162,75,55
126,161,70,58
127,164,73,52
125,161,77,57
128,163,74,54
128,164,73,52
124,162,71,54
127,161,73,57
126,163,73,54
128,164,77,52
127,161,71,54
125,160,70,58
126,160,71,58
123,162,76,55
123,160,76,52
125,159,77,56
123,161,75,59
125,160,74,58
126,160,73,57
126,159,76,54
125,158,73,54
125,161,75,56
125,158,73,52
125,160,75,55
126,159,78,60
127,159,75,57
128,158,75,55
125,158,75,58
126,159,75,55
127,159,72,52
127,160,73,55
125,161,77,54
125,160,72,57
127,159,77,52
127,158,80,53
127,161,78,53
125,161,80,59
126,158,78,54
127,157,76,54
126,159,78,55
129,157,76,59
128,159,74,58
126,155,79,52
127,156,71,54
130,155,79,52
128,154,74,58
129,152,76,53
131,153,72,59
134,151,71,53
134,152,70,53
134,152,72,53
137,151,71,56
138,150,74,54
140,146,69,55
140,147,68,48
141,144,68,53
141,143,71,51
141,142,66,48
140,144,67,46
141,143,66,46
142,141,63,44
142,139,65,49
145,140,61,44
143,138,62,43
145,137,65,47
146,134,56,40
147,133,59,44
147,136,60,41
147,133,54,45
147,135,57,41
147,131,59,39
148,130,52,44
150,132,54,39
149,132,57,38
147,130,55,39
146,130,51,37
146,129,53,37
147,129,53,37
147,128,53,40
147,130,53,34
147,130,54,40
149,127,55,40
148,130,54,39
149,130,51,32
149,128,49,38
147,129,54,37
149,130,54,38
149,129,47,37
149,126,51,38
150,128,48,36
149,130,50,35
150,128,50,33
152,129,50,31
153,128,47,31
154,126,51,32
151,127,50,34
153,129,48,31
154,127,49,29
153,128,49,28
156,128,49,33
155,129,46,36
156,126,49,31
153,128,44,36
154,127,45,29
153,128,45,33
153,128,47,30
153,130,46,31
156,129,48,32
156,127,49,31
156,131,46,35
153,128,44,33
153,131,48,36
154,129,51,35
155,130,50,30
154,130,44,34
151,132,49,31
