269,75,34,64
267,77,36,65
265,76,37,65
249,66,35,65
257,63,36,65
236,59,37,59
224,49,31,63
206,54,34,64
212,56,35,58
215,48,37,59
224,49,32,62
222,51,32,61
232,61,33,57
255,66,40,59
254,66,34,60
251,67,28,59
244,72,32,53
241,75,37,64
243,69,34,57
255,74,35,63
266,78,34,59
232,75,37,57
236,67,35,60
252,78,33,65
261,77,35,54
260,78,31,58
240,76,32,56
236,74,35,56
241,75,34,64
241,78,27,57
243,74,26,56
242,69,35,64
241,64,36,58
236,66,40,59
226,63,39,63
225,66,33,68
221,69,37,64
222,67,31,62
220,69,34,62
224,69,31,62
223,72,35,61
223,71,33,68
227,75,35,67
226,77,28,61
226,78,31,63
229,76,32,64
231,78,30,65
232,81,34,61
225,78,39,70
227,81,34,69
237,84,31,65
236,80,31,66
237,87,33,62
235,87,39,57
228,89,38,58
222,85,36,65
218,84,34,66
217,85,36,67
211,85,34,64
213,78,38,72
214,74,36,63
211,71,34,64
210,74,40,70
218,76,34,65
218,73,35,69
225,78,38,67
227,81,39,66
226,77,39,68
226,78,36,73
224,80,33,70
221,80,39,68
218,81,39,75
225,80,39,73
226,82,36,71
223,82,38,71
226,79,44,73
231,83,41,72
239,85,40,72
243,88,40,68
245,87,38,70
244,93,42,65
244,90,44,70
246,95,42,72
245,92,37,72
246,97,36,69
247,96,38,63
241,86,43,74
239,84,42,69
233,81,44,70
230,81,45,69
230,82,42,74
230,83,41,69
233,80,43,74
233,82,44,71
236,77,51,77
236,80,41,76
242,86,43,71
242,86,42,74
243,83,43,70
252,86,36,73
255,92,40,68
251,83,39,69
252,85,44,76
254,82,46,81
251,73,44,84
245,72,43,83
239,70,44,74
227,70,52,80
220,64,43,82
213,68,42,75
205,70,41,79
204,68,41,77
204,56,46,85
209,58,41,84
207,66,47,78
214,61,49,80
219,67,45,78
225,68,50,76
236,68,46,73
239,69,42,75
243,74,43,72
249,75,41,73
252,79,46,69
255,78,39,75
262,78,37,75
272,73,38,77
276,74,40,76
278,81,40,71
283,82,36,73
286,80,39,70
290,81,38,69
298,79,36,71
305,85,41,70
305,86,48,69
307,84,44,76
308,88,43,73
308,90,43,70
302,89,40,70
303,80,40,74
297,83,41,69
297,84,36,74
290,88,41,72
284,86,41,70
285,84,36,69
283,82,36,65
282,79,38,63
279,80,39,65
279,77,38,69
273,79,42,72
270,76,37,71
269,81,45,67
271,81,41,63
276,79,38,64
279,78,35,69
279,86,39,64
278,81,44,65
283,81,38,65
287,83,40,60
292,84,42,62
299,88,41,63
297,85,43,62
296,83,37,69
294,82,34,68
296,82,33,63
297,88,38,59
303,86,38,57
296,86,39,64
300,88,38,60
296,84,36,59
294,81,35,60
293,84,38,61
302,86,40,58
305,87,38,63
308,84,40,61
306,87,36,63
302,84,41,64
304,87,40,66
307,84,37,64
315,86,40,62
317,80,39,65
320,83,35,62
317,86,38,60
321,81,35,61
319,77,39,66
326,81,31,65
329,81,33,62
331,80,40,60
335,78,39,64
331,79,35,62
328,82,37,72
326,81,40,68
328,80,39,71
333,84,36,61
337,82,36,64
334,79,34,63
333,84,42,65
338,83,34,60
338,83,41,67
347,85,35,55
349,92,43,57
352,93,37,61
355,89,34,65
352,93,35,65
347,93,42,62
349,97,39,63
347,97,34,69
344,91,39,67
340,93,41,70
331,94,35,63
325,93,35,61
327,95,33,62
327,93,32,65
328,98,41,58
328,98,41,58
330,93,41,68
330,98,33,60
328,100,37,64
327,99,37,58
333,101,35,61
335,100,35,64
339,99,35,62
338,98,34,62
336,102,41,63
340,101,38,59
345,104,36,64
348,99,34,60
352,104,35,53
351,104,35,61
350,101,38,58
349,101,38,67
346,103,36,61
348,106,38,55
348,103,39,58
345,102,37,55
348,100,34,57
345,102,39,59
345,102,39,61
346,104,38,59
350,105,34,57
354,102,37,52
358,103,32,53
358,101,37,58
361,101,33,61
361,103,34,57
363,104,33,57
364,108,36,60
366,101,36,60
368,104,41,60
366,104,40,60
366,103,41,56
361,105,39,54
358,104,34,57
363,103,32,53
364,103,37,54
363,104,33,51
363,104,34,56
366,102,39,61
359,101,38,58
359,100,37,59
355,103,40,53
355,101,34,54
353,100,39,56
354,102,37,55
349,100,36,55
343,100,35,54
341,99,37,53
340,102,35,51
344,101,39,55
346,98,39,52
343,100,40,52
345,101,42,57
344,102,33,53
346,100,32,60
341,106,36,55
348,109,34,58
350,110,39,52
354,110,35,55
355,106,38,55
355,105,37,57
356,107,32,54
355,105,33,56
353,105,34,58
359,109,32,59
360,109,38,50
364,108,33,57
364,109,38,51
363,109,35,57
362,111,31,58
367,108,38,55
370,111,39,53
378,111,39,52
381,108,36,55
393,108,36,57
