253,66,23,28
252,66,25,30
251,70,21,27
247,71,22,28
244,69,22,25
240,71,22,28
238,71,23,27
238,68,20,27
234,70,26,27
235,70,23,28
233,66,24,25
234,69,21,28
233,67,23,27
232,68,21,27
233,67,22,25
229,67,23,27
229,64,28,28
229,65,24,25
229,65,24,27
230,66,24,27
231,64,21,31
228,62,22,32
231,62,29,27
231,62,26,28
228,62,22,28
226,60,27,34
224,59,29,29
224,60,23,28
222,56,25,26
220,57,28,29
215,57,29,31
215,57,28,31
211,54,29,31
208,55,26,27
207,58,30,30
206,59,33,30
206,58,29,29
204,60,32,36
203,60,28,31
200,60,29,30
200,57,29,31
196,55,33,37
196,57,26,34
195,54,29,33
194,54,29,38
192,52,33,36
194,47,34,38
194,49,25,36
192,46,32,32
190,45,29,32
191,47,31,36
193,46,27,34
190,46,29,34
192,46,31,37
190,48,33,36
192,47,29,38
195,49,29,37
194,47,29,41
194,48,30,40
195,52,25,43
196,51,29,39
192,53,28,41
193,52,32,44
194,50,32,43
193,50,27,43
196,48,33,38
193,48,31,39
197,48,31,33
194,50,32,37
197,47,29,40
193,49,29,42
188,48,32,35
189,49,29,38
185,46,30,44
183,45,33,37
184,48,29,41
179,47,32,42
177,47,34,44
178,45,31,39
172,39,32,47
171,41,31,46
170,39,30,41
165,38,35,47
166,36,33,45
161,36,36,47
157,38,38,48
154,38,38,44
150,40,40,49
145,40,42,48
138,39,35,47
132,44,40,45
127,44,41,47
124,46,39,51
120,47,43,50
112,51,42,47
107,54,40,47
101,55,40,48
92,57,38,51
85,56,43,46
81,57,38,48
79,56,39,47
76,59,35,44
72,60,37,51
70,58,38,44
71,59,33,45
69,61,40,48
66,64,34,52
64,62,37,54
66,66,36,47
66,67,39,46
69,72,33,43
71,73,34,50
71,76,37,44
71,78,35,45
75,77,39,48
76,76,32,44
80,78,36,47
82,76,32,44
85,76,34,44
87,80,35,37
89,75,32,42
92,77,33,46
90,77,31,40
98,76,30,44
95,78,28,45
103,77,28,37
101,78,27,36
99,75,30,43
101,75,33,39
105,79,30,38
105,79,30,39
104,79,27,34
106,80,27,40
109,77,32,36
108,84,32,41
115,83,30,33
117,75,27,40
114,71,35,35
107,72,30,38
110,68,29,36
109,69,36,36
106,65,34,37
104,64,39,41
104,66,36,43
104,67,37,42
101,65,42,38
101,67,37,45
97,66,36,44
95,66,36,38
89,66,36,43
87,68,40,39
80,68,36,39
77,69,33,42
74,67,37,44
72,66,38,42
73,68,34,42
73,69,37,40
75,69,37,36
77,72,34,33
83,72,38,37
82,73,33,32
89,73,40,33
90,74,39,34
95,73,39,35
100,72,39,34
105,73,34,32
113,73,37,34
115,70,35,37
123,69,38,38
125,65,35,36
128,63,35,36
134,60,32,37
137,57,34,44
142,55,33,42
142,51,33,47
147,52,37,45
148,50,38,49
149,50,36,47
151,51,31,47
153,52,33,44
157,52,37,45
159,51,40,52
163,52,35,48
164,57,40,52
165,55,41,51
168,56,40,53
169,52,40,50
172,53,36,53
172,51,37,52
180,48,37,51
179,46,38,50
183,45,37,57
184,43,39,54
186,40,41,52
189,41,45,51
192,39,42,53
192,38,47,53
198,35,44,57
200,39,42,55
200,39,45,57
198,45,49,53
208,46,48,57
212,48,48,60
209,52,49,54
214,54,46,51
219,57,46,56
221,55,41,54
223,57,48,49
225,58,44,53
224,57,42,50
222,60,51,49
226,59,46,48
231,59,40,49
220,61,43,46
223,62,41,43
224,63,47,48
228,61,42,51
229,62,39,52
225,67,46,46
230,70,38,51
227,69,40,48
230,68,37,51
227,69,42,51
228,71,35,50
227,69,37,49
227,70,36,55
222,69,40,49
223,65,36,53
217,66,43,54
217,63,38,52
211,61,43,55
205,59,42,54
204,59,39,55
200,60,43,55
193,58,41,57
191,61,43,55
185,65,38,55
185,69,37,52
183,68,36,58
178,73,43,56
172,74,34,47
169,74,38,49
165,74,38,49
161,76,40,53
161,77,39,49
159,72,42,47
156,75,45,44
159,74,41,46
163,72,37,46
168,70,44,44
169,71,40,45
172,72,42,41
176,71,40,39
178,73,40,42
178,75,48,41
184,74,44,41
186,77,39,42
189,80,45,41
191,82,46,41
194,84,44,36
202,80,45,38
203,87,44,34
208,86,42,37
212,82,43,40
219,82,43,40
225,80,47,44
226,81,49,42
230,84,43,38
239,83,38,41
243,81,37,40
243,83,38,41
249,82,34,37
249,83,36,37
247,81,35,40
247,82,38,41
246,82,39,37
246,83,34,40
242,80,37,38
246,79,34,33
244,80,31,39
242,81,37,37
241,80,39,37
245,80,33,37
247,79,37,37
247,80,33,34
250,85,36,34
254,85,31,34
255,84,35,36
255,84,34,39
268,87,34,49
268,86,36,48
271,84,35,52
269,88,35,46
267,86,34,47
265,87,38,43
262,85,41,47
264,90,36,46
267,89,32,43
270,86,32,41
269,88,31,43
272,87,33,44
270,85,29,43
274,86,30,43
274,89,29,39
277,90,32,33
281,89,30,34
282,90,32,31
281,89,28,33
282,87,27,33
283,87,28,35
286,86,31,33
288,85,30,32
288,83,23,36
289,83,27,30
290,84,22,28
289,86,27,30
288,83,26,29
286,85,25,29
287,86,25,30
287,83,22,31
287,84,21,32
284,83,27,31
282,83,28,29
280,82,22,29
277,82,24,35
278,79,24,29
